Jugadora,Mes,Fecha,Tipo,DistTotal_m,DistAltaVel_m,Sprints,Acel_Alta,Decel_Alta,CargaMetabolica,DistPorMin
Berta Damaris Zubeldia,January,2026-01-19,E,2632,210,5,55,10,3290,35.09
Triana Duggan Cano,January,2026-01-19,E,5635,669,3,56,37,7043,75.14
Feller Caldentey Rubio,January,2026-01-19,E,6052,403,0,34,32,7566,80.71
Olga Sampedro Méndez,January,2026-01-19,E,6175,650,7,18,16,7718,82.34
Esther Banini Valls,January,2026-01-19,E,6052,646,5,11,13,7566,80.71
Lucía Rodríguez Szymanowski,January,2026-01-19,E,7446,621,2,43,20,9307,99.28
Sheila Vidal Gabarro,January,2026-01-19,E,6938,799,5,21,20,8672,92.51
Lorena Méndez Molina,January,2026-01-19,E,5028,270,6,13,54,6285,67.05
Ivana Pujol Muñoz,January,2026-01-19,E,6799,661,4,46,58,8499,90.67
Garazi Iraia Díaz,January,2026-01-19,E,7567,613,7,16,11,9459,100.9
Enith Urruzola Elexpuru,January,2026-01-19,E,7108,405,1,42,19,8885,94.77
Amaiur Putellas Sampedro,January,2026-01-19,E,6868,395,1,40,35,8585,91.57
Garazi Gil Padrón,January,2026-01-19,E,7561,613,3,55,11,9451,100.82
Adriana Putellas Coll,January,2026-01-19,E,7267,659,3,31,56,9084,96.9
Lola Zubeldia Ojeda,January,2026-01-19,E,7020,426,1,35,37,8776,93.61
Inés Rius Badiola,January,2026-01-20,E,2208,210,3,11,41,2760,29.44
Berta Damaris Zubeldia,January,2026-01-20,E,2226,131,5,42,38,2782,29.68
Triana Duggan Cano,January,2026-01-20,E,5876,491,5,57,49,7346,78.36
Feller Caldentey Rubio,January,2026-01-20,E,6083,723,6,52,15,7604,81.11
Olga Sampedro Méndez,January,2026-01-20,E,6030,401,7,48,38,7538,80.41
Esther Banini Valls,January,2026-01-20,E,5312,371,7,34,15,6640,70.83
Amaia Gutiérrez Peña,January,2026-01-20,E,7184,810,7,32,55,8981,95.8
Lucía Rodríguez Szymanowski,January,2026-01-20,E,7431,480,3,34,16,9289,99.09
Sheila Vidal Gabarro,January,2026-01-20,E,7601,773,4,30,37,9501,101.35
Enith Landaluze Goiria,January,2026-01-20,E,7212,844,7,33,26,9015,96.16
Lorena Méndez Molina,January,2026-01-20,E,5309,461,2,57,37,6637,70.8
Ivana Pujol Muñoz,January,2026-01-20,E,6720,707,2,42,49,8400,89.6
Garazi Iraia Díaz,January,2026-01-20,E,6587,475,4,26,24,8234,87.83
Enith Urruzola Elexpuru,January,2026-01-20,E,7551,423,2,19,14,9439,100.68
Amaiur Putellas Sampedro,January,2026-01-20,E,7422,568,0,46,41,9277,98.96
Garazi Gil Padrón,January,2026-01-20,E,6326,497,6,15,56,7907,84.35
Adriana Putellas Coll,January,2026-01-20,E,7380,601,0,57,59,9225,98.41
Lola Zubeldia Ojeda,January,2026-01-20,E,6986,769,2,13,36,8733,93.16
Inés Rius Badiola,January,2026-01-21,E,2164,228,2,52,20,2705,28.85
Berta Damaris Zubeldia,January,2026-01-21,E,2714,138,1,16,42,3392,36.19
Triana Duggan Cano,January,2026-01-21,E,6098,606,7,14,22,7623,81.31
Feller Caldentey Rubio,January,2026-01-21,E,5740,478,5,30,38,7176,76.55
Olga Sampedro Méndez,January,2026-01-21,E,6039,567,5,31,26,7549,80.53
Esther Banini Valls,January,2026-01-21,E,5531,556,4,54,45,6914,73.76
Amaia Gutiérrez Peña,January,2026-01-21,E,7601,387,5,55,23,9502,101.36
Lucía Rodríguez Szymanowski,January,2026-01-21,E,7182,671,1,47,35,8977,95.76
Sheila Vidal Gabarro,January,2026-01-21,E,7234,554,1,44,49,9042,96.46
Enith Landaluze Goiria,January,2026-01-21,E,7504,899,3,55,25,9380,100.06
Lorena Méndez Molina,January,2026-01-21,E,6196,462,4,59,24,7745,82.62
Ivana Pujol Muñoz,January,2026-01-21,E,6855,524,0,29,55,8569,91.4
Garazi Iraia Díaz,January,2026-01-21,E,6997,624,7,19,36,8747,93.31
Enith Urruzola Elexpuru,January,2026-01-21,E,6855,678,4,57,36,8569,91.41
Amaiur Putellas Sampedro,January,2026-01-21,E,7204,435,5,18,36,9005,96.06
Garazi Gil Padrón,January,2026-01-21,E,6846,666,3,52,38,8557,91.28
Adriana Putellas Coll,January,2026-01-21,E,7190,765,5,10,52,8987,95.87
Lola Zubeldia Ojeda,January,2026-01-21,E,6337,737,1,54,17,7921,84.5
Inés Rius Badiola,January,2026-01-22,E,2455,237,3,51,53,3068,32.73
Berta Damaris Zubeldia,January,2026-01-22,E,2035,125,5,51,55,2543,27.13
Triana Duggan Cano,January,2026-01-22,E,5541,638,5,20,15,6926,73.88
Feller Caldentey Rubio,January,2026-01-22,E,6166,392,0,37,35,7708,82.22
Olga Sampedro Méndez,January,2026-01-22,E,5371,416,3,47,38,6714,71.62
Esther Banini Valls,January,2026-01-22,E,4942,575,2,51,32,6177,65.89
Amaia Gutiérrez Peña,January,2026-01-22,E,7537,782,5,20,33,9421,100.5
Lucía Rodríguez Szymanowski,January,2026-01-22,E,7569,641,6,45,33,9461,100.92
Sheila Vidal Gabarro,January,2026-01-22,E,6688,406,3,34,21,8360,89.18
Enith Landaluze Goiria,January,2026-01-22,E,7177,694,0,53,55,8971,95.7
Lorena Méndez Molina,January,2026-01-22,E,5810,674,4,24,10,7263,77.48
Ivana Pujol Muñoz,January,2026-01-22,E,6445,575,6,54,44,8056,85.94
Garazi Iraia Díaz,January,2026-01-22,E,6873,727,5,46,37,8591,91.65
Enith Urruzola Elexpuru,January,2026-01-22,E,7247,619,5,34,39,9059,96.63
Amaiur Putellas Sampedro,January,2026-01-22,E,6552,482,5,41,52,8190,87.37
Garazi Gil Padrón,January,2026-01-22,E,7062,773,5,58,14,8827,94.16
Adriana Putellas Coll,January,2026-01-22,E,6913,690,6,38,54,8641,92.18
Lola Zubeldia Ojeda,January,2026-01-22,E,7648,538,4,54,54,9560,101.97
Inés Rius Badiola,January,2026-01-23,E,2462,129,3,26,18,3077,32.83
Berta Damaris Zubeldia,January,2026-01-23,E,2659,145,1,27,36,3323,35.45
Triana Duggan Cano,January,2026-01-23,E,4928,353,5,34,15,6160,65.71
Feller Caldentey Rubio,January,2026-01-23,E,5907,517,5,52,26,7384,78.77
Olga Sampedro Méndez,January,2026-01-23,E,5604,558,1,59,39,7005,74.73
Esther Banini Valls,January,2026-01-23,E,5765,584,2,46,30,7207,76.88
Amaia Gutiérrez Peña,January,2026-01-23,E,7078,645,1,32,29,8848,94.39
Lucía Rodríguez Szymanowski,January,2026-01-23,E,6379,661,0,44,15,7974,85.06
Sheila Vidal Gabarro,January,2026-01-23,E,6933,631,5,26,12,8666,92.45
Enith Landaluze Goiria,January,2026-01-23,E,6881,723,3,56,53,8601,91.75
Lorena Méndez Molina,January,2026-01-23,E,5514,659,7,56,19,6893,73.53
Ivana Pujol Muñoz,January,2026-01-23,E,6706,550,2,24,40,8383,89.42
Garazi Iraia Díaz,January,2026-01-23,E,6344,493,4,59,42,7930,84.59
Enith Urruzola Elexpuru,January,2026-01-23,E,7026,673,3,56,51,8782,93.68
Garazi Gil Padrón,January,2026-01-23,E,6906,569,6,25,18,8632,92.08
Adriana Putellas Coll,January,2026-01-23,E,7606,512,1,49,45,9508,101.42
Inés Rius Badiola,January,2026-01-25,P,3379,303,22,26,28,4223,35.57
Berta Damaris Zubeldia,January,2026-01-25,P,3425,317,5,38,22,4281,36.05
Triana Duggan Cano,January,2026-01-25,P,11918,1344,12,13,40,14898,125.46
Feller Caldentey Rubio,January,2026-01-25,P,10891,1196,27,56,50,13613,114.64
Olga Sampedro Méndez,January,2026-01-25,P,10721,991,22,10,24,13401,112.86
Esther Banini Valls,January,2026-01-25,P,10177,558,9,58,44,12722,107.14
Amaia Gutiérrez Peña,January,2026-01-25,P,14629,1349,21,50,50,18287,154.0
Lucía Rodríguez Szymanowski,January,2026-01-25,P,14540,988,10,37,55,18175,153.05
Enith Landaluze Goiria,January,2026-01-25,P,15073,1160,24,11,45,18842,158.67
Lorena Méndez Molina,January,2026-01-25,P,11872,1395,8,47,39,14840,124.97
Ivana Pujol Muñoz,January,2026-01-25,P,14878,1146,16,13,12,18597,156.61
Garazi Iraia Díaz,January,2026-01-25,P,14386,1153,23,56,19,17982,151.43
Enith Urruzola Elexpuru,January,2026-01-25,P,13411,1596,22,47,56,16764,141.17
Amaiur Putellas Sampedro,January,2026-01-25,P,14500,1467,26,20,22,18125,152.64
Garazi Gil Padrón,January,2026-01-25,P,13962,728,23,17,52,17453,146.97
Adriana Putellas Coll,January,2026-01-25,P,13074,880,6,41,29,16342,137.62
Inés Rius Badiola,January,2026-01-26,E,2606,228,5,18,30,3257,34.75
Berta Damaris Zubeldia,January,2026-01-26,E,2277,153,4,11,54,2846,30.36
Triana Duggan Cano,January,2026-01-26,E,5436,336,5,55,26,6795,72.49
Feller Caldentey Rubio,January,2026-01-26,E,6142,598,2,10,15,7678,81.9
Olga Sampedro Méndez,January,2026-01-26,E,5659,568,6,50,44,7074,75.46
Esther Banini Valls,January,2026-01-26,E,5047,486,7,38,24,6309,67.3
Amaia Gutiérrez Peña,January,2026-01-26,E,7248,521,5,53,59,9060,96.64
Lucía Rodríguez Szymanowski,January,2026-01-26,E,6484,382,7,14,57,8105,86.45
Sheila Vidal Gabarro,January,2026-01-26,E,7179,516,7,42,21,8973,95.72
Enith Landaluze Goiria,January,2026-01-26,E,6331,703,1,12,24,7914,84.42
Lorena Méndez Molina,January,2026-01-26,E,5941,657,2,27,18,7426,79.21
Ivana Pujol Muñoz,January,2026-01-26,E,7239,729,2,55,45,9049,96.53
Garazi Iraia Díaz,January,2026-01-26,E,7165,820,0,25,12,8957,95.55
Enith Urruzola Elexpuru,January,2026-01-26,E,6962,643,0,33,37,8703,92.83
Amaiur Putellas Sampedro,January,2026-01-26,E,6606,358,3,50,29,8257,88.08
Garazi Gil Padrón,January,2026-01-26,E,7483,835,4,16,36,9354,99.78
Adriana Putellas Coll,January,2026-01-26,E,6812,603,2,39,14,8515,90.83
Lola Zubeldia Ojeda,January,2026-01-26,E,6746,394,3,23,50,8433,89.96
Inés Rius Badiola,January,2026-01-27,E,3034,152,1,57,35,3792,40.45
Berta Damaris Zubeldia,January,2026-01-27,E,2460,164,3,22,51,3075,32.8
Triana Duggan Cano,January,2026-01-27,E,5057,437,6,21,34,6321,67.43
Feller Caldentey Rubio,January,2026-01-27,E,5984,458,5,25,16,7480,79.79
Olga Sampedro Méndez,January,2026-01-27,E,5099,424,6,58,28,6374,68.0
Esther Banini Valls,January,2026-01-27,E,5473,411,3,16,17,6842,72.98
Amaia Gutiérrez Peña,January,2026-01-27,E,7242,683,5,57,52,9052,96.56
Lucía Rodríguez Szymanowski,January,2026-01-27,E,6315,559,5,20,45,7894,84.2
Sheila Vidal Gabarro,January,2026-01-27,E,6799,642,0,22,47,8499,90.66
Enith Landaluze Goiria,January,2026-01-27,E,6361,345,5,29,16,7951,84.82
Lorena Méndez Molina,January,2026-01-27,E,5247,462,0,49,33,6559,69.97
Ivana Pujol Muñoz,January,2026-01-27,E,6732,433,3,20,11,8415,89.77
Garazi Iraia Díaz,January,2026-01-27,E,7551,586,5,49,44,9439,100.69
Enith Urruzola Elexpuru,January,2026-01-27,E,6941,385,6,27,39,8676,92.55
Amaiur Putellas Sampedro,January,2026-01-27,E,6910,510,7,15,29,8637,92.14
Garazi Gil Padrón,January,2026-01-27,E,6597,600,0,37,12,8246,87.97
Adriana Putellas Coll,January,2026-01-27,E,6828,528,5,51,30,8535,91.05
Lola Zubeldia Ojeda,January,2026-01-27,E,6816,543,3,53,42,8521,90.89
Inés Rius Badiola,January,2026-01-28,E,2512,172,5,55,46,3140,33.49
Berta Damaris Zubeldia,January,2026-01-28,E,2700,250,4,13,16,3375,36.0
Feller Caldentey Rubio,January,2026-01-28,E,5058,418,5,30,55,6323,67.45
Olga Sampedro Méndez,January,2026-01-28,E,5168,597,6,13,56,6460,68.91
Esther Banini Valls,January,2026-01-28,E,4911,334,1,20,32,6138,65.48
Amaia Gutiérrez Peña,January,2026-01-28,E,7252,587,7,48,29,9065,96.7
Lucía Rodríguez Szymanowski,January,2026-01-28,E,7390,581,5,26,52,9238,98.54
Sheila Vidal Gabarro,January,2026-01-28,E,7009,460,7,17,35,8761,93.46
Enith Landaluze Goiria,January,2026-01-28,E,7044,370,4,24,31,8805,93.92
Lorena Méndez Molina,January,2026-01-28,E,5891,422,5,11,50,7363,78.55
Ivana Pujol Muñoz,January,2026-01-28,E,6930,748,6,37,26,8662,92.4
Garazi Iraia Díaz,January,2026-01-28,E,6715,734,0,54,13,8394,89.54
Enith Urruzola Elexpuru,January,2026-01-28,E,6785,374,1,46,49,8481,90.47
Amaiur Putellas Sampedro,January,2026-01-28,E,7289,387,4,14,50,9112,97.2
Garazi Gil Padrón,January,2026-01-28,E,7669,748,6,10,55,9586,102.26
Lola Zubeldia Ojeda,January,2026-01-28,E,7056,577,5,19,44,8820,94.09
Inés Rius Badiola,January,2026-01-29,E,2732,139,1,32,31,3415,36.43
Berta Damaris Zubeldia,January,2026-01-29,E,3106,288,6,28,13,3882,41.41
Triana Duggan Cano,January,2026-01-29,E,5174,279,5,31,41,6468,68.99
Feller Caldentey Rubio,January,2026-01-29,E,4914,468,1,29,11,6143,65.53
Olga Sampedro Méndez,January,2026-01-29,E,4960,429,0,27,55,6200,66.14
Esther Banini Valls,January,2026-01-29,E,5198,449,7,27,10,6497,69.31
Amaia Gutiérrez Peña,January,2026-01-29,E,7510,616,0,20,25,9387,100.14
Lucía Rodríguez Szymanowski,January,2026-01-29,E,7288,806,7,24,40,9110,97.18
Sheila Vidal Gabarro,January,2026-01-29,E,6441,684,5,48,24,8051,85.89
Enith Landaluze Goiria,January,2026-01-29,E,7007,568,4,46,10,8759,93.43
Lorena Méndez Molina,January,2026-01-29,E,5196,344,4,45,35,6495,69.29
Ivana Pujol Muñoz,January,2026-01-29,E,7592,739,5,58,22,9490,101.23
Garazi Iraia Díaz,January,2026-01-29,E,7369,759,6,41,41,9211,98.26
Enith Urruzola Elexpuru,January,2026-01-29,E,6755,773,7,18,51,8444,90.08
Amaiur Putellas Sampedro,January,2026-01-29,E,7140,622,1,59,57,8925,95.21
Garazi Gil Padrón,January,2026-01-29,E,7509,728,6,34,46,9386,100.12
Adriana Putellas Coll,January,2026-01-29,E,6364,351,2,44,56,7955,84.86
Lola Zubeldia Ojeda,January,2026-01-29,E,7142,359,6,41,21,8928,95.24
Inés Rius Badiola,January,2026-01-30,E,3009,260,2,10,22,3761,40.12
Berta Damaris Zubeldia,January,2026-01-30,E,3474,299,4,25,51,4342,46.32
Feller Caldentey Rubio,January,2026-01-30,E,5617,576,2,53,29,7022,74.91
Olga Sampedro Méndez,January,2026-01-30,E,5995,323,0,45,55,7494,79.94
Esther Banini Valls,January,2026-01-30,E,5785,465,2,39,30,7232,77.15
Amaia Gutiérrez Peña,January,2026-01-30,E,6529,677,3,51,41,8161,87.06
Lucía Rodríguez Szymanowski,January,2026-01-30,E,6354,333,3,59,27,7943,84.73
Sheila Vidal Gabarro,January,2026-01-30,E,6849,687,5,49,49,8562,91.33
Enith Landaluze Goiria,January,2026-01-30,E,7278,389,4,44,55,9098,97.05
Lorena Méndez Molina,January,2026-01-30,E,5252,480,4,31,34,6566,70.04
Garazi Iraia Díaz,January,2026-01-30,E,6337,350,2,55,54,7921,84.5
Enith Urruzola Elexpuru,January,2026-01-30,E,7176,566,4,54,59,8970,95.69
Amaiur Putellas Sampedro,January,2026-01-30,E,6825,343,3,12,47,8531,91.01
Garazi Gil Padrón,January,2026-01-30,E,6753,363,0,48,10,8441,90.04
Adriana Putellas Coll,January,2026-01-30,E,7504,694,7,27,30,9380,100.06
Lola Zubeldia Ojeda,January,2026-01-30,E,7656,681,3,32,37,9570,102.08
Inés Rius Badiola,February,2026-02-01,P,2538,173,29,35,49,3172,26.72
Berta Damaris Zubeldia,February,2026-02-01,P,2574,141,15,27,26,3217,27.09
Triana Duggan Cano,February,2026-02-01,P,12451,1217,19,45,25,15564,131.07
Feller Caldentey Rubio,February,2026-02-01,P,11124,905,23,44,46,13905,117.1
Olga Sampedro Méndez,February,2026-02-01,P,10101,821,28,54,21,12626,106.33
Esther Banini Valls,February,2026-02-01,P,9823,753,7,35,16,12279,103.4
Amaia Gutiérrez Peña,February,2026-02-01,P,13299,1359,6,24,26,16624,140.0
Lucía Rodríguez Szymanowski,February,2026-02-01,P,12616,1000,8,15,54,15770,132.81
Sheila Vidal Gabarro,February,2026-02-01,P,13140,1195,25,29,47,16425,138.32
Enith Landaluze Goiria,February,2026-02-01,P,14012,1152,26,13,22,17515,147.5
Lorena Méndez Molina,February,2026-02-01,P,10628,907,2,36,25,13285,111.88
Ivana Pujol Muñoz,February,2026-02-01,P,14241,891,8,35,49,17802,149.92
Garazi Iraia Díaz,February,2026-02-01,P,13672,1265,28,38,12,17090,143.92
Enith Urruzola Elexpuru,February,2026-02-01,P,14055,1585,2,54,34,17569,147.96
Amaiur Putellas Sampedro,February,2026-02-01,P,15053,786,4,17,56,18816,158.46
Garazi Gil Padrón,February,2026-02-01,P,14290,1446,20,25,15,17862,150.42
Adriana Putellas Coll,February,2026-02-01,P,14466,1067,18,30,43,18082,152.28
Lola Zubeldia Ojeda,February,2026-02-01,P,13115,863,21,15,32,16394,138.06
Inés Rius Badiola,February,2026-02-02,E,2980,272,7,45,11,3725,39.73
Berta Damaris Zubeldia,February,2026-02-02,E,2874,195,6,14,25,3592,38.32
Feller Caldentey Rubio,February,2026-02-02,E,5651,444,0,44,50,7064,75.35
Olga Sampedro Méndez,February,2026-02-02,E,4900,341,3,12,58,6125,65.34
Amaia Gutiérrez Peña,February,2026-02-02,E,7098,500,7,27,37,8873,94.65
Lucía Rodríguez Szymanowski,February,2026-02-02,E,7642,452,6,28,13,9553,101.9
Sheila Vidal Gabarro,February,2026-02-02,E,7475,650,0,34,11,9343,99.67
Enith Landaluze Goiria,February,2026-02-02,E,7654,407,2,19,53,9567,102.05
Lorena Méndez Molina,February,2026-02-02,E,5234,304,4,25,25,6542,69.79
Ivana Pujol Muñoz,February,2026-02-02,E,7208,431,4,21,12,9011,96.12
Garazi Iraia Díaz,February,2026-02-02,E,6784,652,1,17,13,8481,90.46
Enith Urruzola Elexpuru,February,2026-02-02,E,7316,475,5,42,16,9146,97.56
Amaiur Putellas Sampedro,February,2026-02-02,E,7432,402,1,41,24,9291,99.11
Garazi Gil Padrón,February,2026-02-02,E,7617,543,3,58,21,9521,101.56
Lola Zubeldia Ojeda,February,2026-02-02,E,6900,715,0,38,53,8625,92.0
Inés Rius Badiola,February,2026-02-03,E,2178,251,6,40,32,2722,29.04
Berta Damaris Zubeldia,February,2026-02-03,E,3218,382,6,33,59,4022,42.91
Triana Duggan Cano,February,2026-02-03,E,5367,465,1,47,42,6709,71.57
Feller Caldentey Rubio,February,2026-02-03,E,6111,687,4,13,59,7639,81.49
Olga Sampedro Méndez,February,2026-02-03,E,5558,426,3,28,43,6947,74.11
Esther Banini Valls,February,2026-02-03,E,4952,415,3,35,42,6190,66.04
Amaia Gutiérrez Peña,February,2026-02-03,E,6834,631,6,18,18,8542,91.12
Lucía Rodríguez Szymanowski,February,2026-02-03,E,6385,321,7,38,58,7981,85.14
Enith Landaluze Goiria,February,2026-02-03,E,7526,465,1,23,53,9407,100.35
Lorena Méndez Molina,February,2026-02-03,E,5466,384,1,21,31,6833,72.89
Garazi Iraia Díaz,February,2026-02-03,E,7657,790,4,23,52,9572,102.1
Enith Urruzola Elexpuru,February,2026-02-03,E,7650,593,6,15,40,9563,102.01
Amaiur Putellas Sampedro,February,2026-02-03,E,6379,403,1,22,12,7974,85.07
Garazi Gil Padrón,February,2026-02-03,E,7250,776,0,36,40,9063,96.67
Adriana Putellas Coll,February,2026-02-03,E,7646,734,5,19,33,9558,101.96
Lola Zubeldia Ojeda,February,2026-02-03,E,7503,867,6,24,50,9378,100.04
Inés Rius Badiola,February,2026-02-04,E,2034,204,4,20,28,2542,27.12
Berta Damaris Zubeldia,February,2026-02-04,E,2710,261,1,32,31,3387,36.13
Triana Duggan Cano,February,2026-02-04,E,5884,562,0,44,37,7355,78.46
Feller Caldentey Rubio,February,2026-02-04,E,4999,329,2,24,12,6248,66.65
Olga Sampedro Méndez,February,2026-02-04,E,5313,414,2,28,25,6641,70.84
Esther Banini Valls,February,2026-02-04,E,5546,352,2,22,13,6932,73.95
Amaia Gutiérrez Peña,February,2026-02-04,E,7347,397,3,36,52,9184,97.97
Lucía Rodríguez Szymanowski,February,2026-02-04,E,7199,475,4,23,44,8999,96.0
Sheila Vidal Gabarro,February,2026-02-04,E,7279,491,1,15,31,9099,97.06
Enith Landaluze Goiria,February,2026-02-04,E,6743,569,4,28,31,8429,89.92
Lorena Méndez Molina,February,2026-02-04,E,5606,345,7,18,49,7008,74.75
Garazi Iraia Díaz,February,2026-02-04,E,6904,561,3,26,50,8630,92.06
Enith Urruzola Elexpuru,February,2026-02-04,E,6828,386,6,35,57,8535,91.05
Amaiur Putellas Sampedro,February,2026-02-04,E,6640,449,3,44,42,8300,88.54
Garazi Gil Padrón,February,2026-02-04,E,7530,847,5,34,46,9413,100.41
Adriana Putellas Coll,February,2026-02-04,E,6721,484,7,17,55,8401,89.62
Lola Zubeldia Ojeda,February,2026-02-04,E,6845,754,7,21,43,8557,91.28
Inés Rius Badiola,February,2026-02-05,E,3004,208,0,52,38,3755,40.05
Berta Damaris Zubeldia,February,2026-02-05,E,3467,188,0,50,55,4333,46.23
Triana Duggan Cano,February,2026-02-05,E,5996,479,1,37,18,7495,79.95
Feller Caldentey Rubio,February,2026-02-05,E,5713,292,5,20,29,7141,76.18
Olga Sampedro Méndez,February,2026-02-05,E,5187,347,6,17,27,6484,69.16
Esther Banini Valls,February,2026-02-05,E,6096,584,5,40,47,7620,81.29
Amaia Gutiérrez Peña,February,2026-02-05,E,7533,545,4,14,53,9416,100.45
Lucía Rodríguez Szymanowski,February,2026-02-05,E,7465,397,7,38,30,9331,99.54
Sheila Vidal Gabarro,February,2026-02-05,E,7597,682,2,21,52,9496,101.3
Enith Landaluze Goiria,February,2026-02-05,E,7512,597,0,33,23,9390,100.16
Lorena Méndez Molina,February,2026-02-05,E,5443,482,0,50,15,6804,72.59
Ivana Pujol Muñoz,February,2026-02-05,E,7692,604,2,44,52,9615,102.57
Garazi Iraia Díaz,February,2026-02-05,E,7372,600,0,40,54,9216,98.31
Enith Urruzola Elexpuru,February,2026-02-05,E,6565,714,2,29,34,8207,87.54
Amaiur Putellas Sampedro,February,2026-02-05,E,7373,534,6,33,10,9217,98.32
Garazi Gil Padrón,February,2026-02-05,E,6428,362,7,57,18,8035,85.71
Adriana Putellas Coll,February,2026-02-05,E,7635,851,0,26,21,9544,101.8
Lola Zubeldia Ojeda,February,2026-02-05,E,6559,670,0,53,29,8199,87.47
Inés Rius Badiola,February,2026-02-06,E,3356,294,5,44,41,4195,44.75
Berta Damaris Zubeldia,February,2026-02-06,E,3313,195,0,25,41,4141,44.17
Triana Duggan Cano,February,2026-02-06,E,5504,311,1,41,32,6880,73.39
Feller Caldentey Rubio,February,2026-02-06,E,6137,429,7,30,39,7671,81.83
Olga Sampedro Méndez,February,2026-02-06,E,5622,346,4,41,21,7028,74.97
Esther Banini Valls,February,2026-02-06,E,6033,377,1,24,53,7541,80.45
Lucía Rodríguez Szymanowski,February,2026-02-06,E,6438,613,4,33,20,8047,85.84
Sheila Vidal Gabarro,February,2026-02-06,E,6860,549,1,52,40,8575,91.47
Enith Landaluze Goiria,February,2026-02-06,E,6413,599,3,19,16,8017,85.52
Lorena Méndez Molina,February,2026-02-06,E,5402,378,7,29,34,6753,72.03
Ivana Pujol Muñoz,February,2026-02-06,E,6822,763,2,29,29,8528,90.97
Garazi Iraia Díaz,February,2026-02-06,E,6399,617,7,36,59,7998,85.32
Enith Urruzola Elexpuru,February,2026-02-06,E,6929,757,4,59,40,8662,92.4
Amaiur Putellas Sampedro,February,2026-02-06,E,6412,676,6,33,31,8016,85.51
Garazi Gil Padrón,February,2026-02-06,E,6332,713,6,43,44,7915,84.43
Adriana Putellas Coll,February,2026-02-06,E,7077,499,4,56,19,8846,94.36
Lola Zubeldia Ojeda,February,2026-02-06,E,7098,694,3,40,43,8872,94.64
Inés Rius Badiola,February,2026-02-08,P,2103,223,0,35,46,2628,22.14
Berta Damaris Zubeldia,February,2026-02-08,P,2210,162,13,41,48,2762,23.26
Triana Duggan Cano,February,2026-02-08,P,10291,597,20,50,35,12864,108.33
Feller Caldentey Rubio,February,2026-02-08,P,11698,702,4,21,17,14622,123.14
Olga Sampedro Méndez,February,2026-02-08,P,11046,1138,2,25,33,13808,116.28
Esther Banini Valls,February,2026-02-08,P,11528,1114,26,31,43,14410,121.35
Amaia Gutiérrez Peña,February,2026-02-08,P,12910,1115,27,32,28,16137,135.9
Lucía Rodríguez Szymanowski,February,2026-02-08,P,12825,678,3,58,18,16031,135.0
Sheila Vidal Gabarro,February,2026-02-08,P,14539,1579,14,39,41,18174,153.05
Enith Landaluze Goiria,February,2026-02-08,P,13725,1211,21,44,40,17157,144.48
Lorena Méndez Molina,February,2026-02-08,P,11596,866,13,36,30,14496,122.07
